source,destination,path,cost
0,218,0_444_328_294_218,6
0,218,0_248_328_294_218,6
0,219,0_444_493_422_219,7
0,219,0_486_289_82_219,7
0,220,0_225_139_220,8
0,220,0_486_68_297_234_33_220,8
0,220,0_486_242_207_5_33_220,8
0,220,0_444_493_422_229_213_33_220,8
0,221,0_225_139_473_221,7
0,221,0_444_493_301_473_221,8
0,222,0_486_68_448_222,8
0,222,0_486_475_222,9
0,222,0_444_430_114_65_222,9
0,222,0_486_424_430_114_65_222,9
0,222,0_486_242_207_448_222,9
0,222,0_444_493_422_345_55_222,9
0,222,0_486_289_381_222,9
0,223,0_486_76_450_214_223,7
0,223,0_486_68_448_214_223,7
0,223,0_486_68_223,7
0,224,0_486_224,5
0,224,0_486_242_74_224,8
0,225,0_225,3
0,225,0_10_81_225,5
0,226,0_225_139_119_226,8
0,226,0_271_488_184_119_226,8
0,227,0_486_289_227,7
0,227,0_444_493_311_227,8
0,228,0_271_63_228,8
0,228,0_491_110_228,9
0,229,0_444_493_422_229,5
0,229,0_486_289_383_158_229,7
0,229,0_225_123_391_229,7
0,229,0_248_97_383_158_229,7
0,229,0_444_493_399_391_229,7
0,229,0_225_123_422_229,7
0,230,0_444_57_365_230,8
0,230,0_486_71_230,10
0,230,0_10_210_365_230,10
0,230,0_10_210_57_365_230,10
0,230,0_248_14_365_230,10
0,230,0_10_210_476_313_421_230,10
0,230,0_486_68_14_365_230,10
0,230,0_486_475_90_230,10
0,231,0_248_97_479_384_487_231,9
0,231,0_486_475_452_487_231,9
0,232,0_271_63_232,6
0,232,0_271_488_184_119_232,7
0,232,0_225_139_119_232,7
0,233,0_444_328_193_233,7
0,233,0_248_328_193_233,7
0,233,0_225_59_233,7
0,233,0_444_493_193_233,7
0,234,0_486_68_297_234,6
0,234,0_271_234,7
0,235,0_444_328_294_335_6_235,9
0,235,0_10_210_109_93_235,9
0,235,0_248_328_294_335_6_235,9
0,235,0_486_76_6_235,9
0,235,0_444_493_142_93_235,9
0,235,0_10_210_476_16_371_235,9
0,236,0_444_430_433_236,7
0,236,0_486_424_430_433_236,7
0,237,0_118_96_237,9
0,237,0_363_489_237,9
0,237,0_444_57_96_237,9
0,238,0_444_388_50_270_324_238,9
0,238,0_486_289_174_427_324_238,9
0,238,0_248_379_182_427_324_238,9
0,238,0_10_251_85_324_238,9
0,238,0_118_427_324_238,9
0,238,0_444_493_167_163_429_85_324_238,9
0,239,0_10_380_378_205_239,9
0,239,0_225_367_378_205_239,9
0,239,0_491_122_116_239,9
0,239,0_10_251_409_378_205_239,9
0,239,0_486_242_106_205_239,9
0,239,0_363_380_378_205_239,9
0,240,0_248_442_398_240,9
0,240,0_271_407_240,9
0,240,0_444_493_422_53_395_240,9
0,240,0_271_63_232_240,9
0,241,0_444_493_422_229_158_241,7
0,241,0_248_97_383_158_241,7
0,241,0_486_289_383_158_241,7
0,242,0_486_242,4
0,242,0_486_68_127_242,7
0,242,0_486_68_448_207_242,7
0,243,0_486_289_174_243,7
0,243,0_444_430_243,7
0,243,0_486_424_430_243,7
0,244,0_444_493_399_244,9
0,244,0_491_122_244,10
0,244,0_10_210_98_399_244,10
0,245,0_10_210_476_245,6
0,245,0_271_407_245,7
0,245,0_10_495_245,7
0,246,0_248_328_246,7
